"","RDA1","RDA2"
"CE",-0.513538651397923,-0.178751663874363
"PH",0.246437875607772,-0.165314903308049
"ALT",0.367737493765177,0.283117373014585
"PRS",-0.673786217766741,0.0272327466864201
"FE",-0.446155250412934,-0.149328869295644
"SI",-0.402445590159132,-0.175275819693186
"DU",-0.307961949308244,-0.120905354040729
"ALC",-0.289035990032134,-0.155806926058886
"PEH",0.61896829378854,-0.108874681092958
